site_id,domain,rank,tier,target_year,target_from,target_to,timestamp,original,status_code,mime_type,snapshot_url,downloaded,local_path,error_message
S000509,atlantamagazine.com,71370,Tier3,2024,20240601,20240831,20240717152927,https://www.atlantamagazine.com/,200,text/html,https://web.archive.org/web/20240717152927/https://www.atlantamagazine.com/,1,dataset\raw\wayback\2024\S000509.html,
S000509,atlantamagazine.com,71370,Tier3,2026,20260601,20260714,20260705051452,https://www.atlantamagazine.com/,200,text/html,https://web.archive.org/web/20260705051452/https://www.atlantamagazine.com/,1,dataset\raw\wayback\2026\S000509.html,
S000510,vbirfio.site,74814,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000510,vbirfio.site,74814,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000510,vbirfio.site,74814,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000511,devit.software,75612,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000511,devit.software,75612,Tier3,2024,20240601,20240831,20240720155423,https://devit.software/,200,text/html,https://web.archive.org/web/20240720155423/https://devit.software/,1,dataset\raw\wayback\2024\S000511.html,
S000511,devit.software,75612,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000512,nasscom.in,76926,Tier3,2022,20220601,20220831,20220712193612,https://nasscom.in/,200,text/html,https://web.archive.org/web/20220712193612/https://nasscom.in/,1,dataset\raw\wayback\2022\S000512.html,
S000512,nasscom.in,76926,Tier3,2024,20240601,20240831,20240714173106,https://www.nasscom.in/,200,text/html,https://web.archive.org/web/20240714173106/https://www.nasscom.in/,1,dataset\raw\wayback\2024\S000512.html,
S000512,nasscom.in,76926,Tier3,2026,20260601,20260714,20260703172628,https://www.nasscom.in/,200,text/html,https://web.archive.org/web/20260703172628/https://www.nasscom.in/,1,dataset\raw\wayback\2026\S000512.html,
S000513,pgs.io,78277,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000513,pgs.io,78277,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000513,pgs.io,78277,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000514,kktcarabam.com,78419,Tier3,2022,20220601,20220831,20220711212116,https://www.kktcarabam.com/,200,text/html,https://web.archive.org/web/20220711212116/https://www.kktcarabam.com/,1,dataset\raw\wayback\2022\S000514.html,
S000514,kktcarabam.com,78419,Tier3,2024,20240601,20240831,20240622010427,https://www.kktcarabam.com/,200,text/html,https://web.archive.org/web/20240622010427/https://www.kktcarabam.com/,1,dataset\raw\wayback\2024\S000514.html,
S000514,kktcarabam.com,78419,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000515,treatwell.de,78942,Tier3,2022,20220601,20220831,20220718052042,https://www.treatwell.de/,200,text/html,https://web.archive.org/web/20220718052042/https://www.treatwell.de/,1,dataset\raw\wayback\2022\S000515.html,
S000515,treatwell.de,78942,Tier3,2024,20240601,20240831,20240712084820,https://www.treatwell.de/,200,text/html,https://web.archive.org/web/20240712084820/https://www.treatwell.de/,1,dataset\raw\wayback\2024\S000515.html,
S000515,treatwell.de,78942,Tier3,2026,20260601,20260714,20260624114229,https://www.treatwell.de/,200,text/html,https://web.archive.org/web/20260624114229/https://www.treatwell.de/,1,dataset\raw\wayback\2026\S000515.html,
S000516,kadastr.ru,80095,Tier3,2022,20220601,20220831,20220714190314,https://www.kadastr.ru/,200,text/html,https://web.archive.org/web/20220714190314/https://www.kadastr.ru/,1,dataset\raw\wayback\2022\S000516.html,
S000516,kadastr.ru,80095,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000516,kadastr.ru,80095,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000517,udmercy.edu,80435,Tier3,2022,20220601,20220831,20220715163048,https://www.udmercy.edu/,200,text/html,https://web.archive.org/web/20220715163048/https://www.udmercy.edu/,1,dataset\raw\wayback\2022\S000517.html,
S000517,udmercy.edu,80435,Tier3,2024,20240601,20240831,20240712235552,https://www.udmercy.edu/,200,text/html,https://web.archive.org/web/20240712235552/https://www.udmercy.edu/,1,dataset\raw\wayback\2024\S000517.html,
S000517,udmercy.edu,80435,Tier3,2026,20260501,20260714,20260516072557,https://www.udmercy.edu/,200,text/html,https://web.archive.org/web/20260516072557/https://www.udmercy.edu/,1,dataset\raw\wayback\2026\S000517.html,
S000518,aescripts.com,82538,Tier3,2022,20220601,20220831,20220717152650,https://aescripts.com/,200,text/html,https://web.archive.org/web/20220717152650/https://aescripts.com/,1,dataset\raw\wayback\2022\S000518.html,
S000518,aescripts.com,82538,Tier3,2024,20240601,20240831,20240714030133,https://aescripts.com/,200,text/html,https://web.archive.org/web/20240714030133/https://aescripts.com/,1,dataset\raw\wayback\2024\S000518.html,
S000518,aescripts.com,82538,Tier3,2026,20260601,20260714,20260704070925,https://aescripts.com/,200,text/html,https://web.archive.org/web/20260704070925/https://aescripts.com/,1,dataset\raw\wayback\2026\S000518.html,
S000519,uzi.la,90116,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000519,uzi.la,90116,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000519,uzi.la,90116,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000520,derbund.ch,90606,Tier3,2022,20220601,20220831,20220715121106,https://www.derbund.ch/,200,text/html,https://web.archive.org/web/20220715121106/https://www.derbund.ch/,1,dataset\raw\wayback\2022\S000520.html,
S000520,derbund.ch,90606,Tier3,2024,20240601,20240831,20240716095641,https://www.derbund.ch/,200,text/html,https://web.archive.org/web/20240716095641/https://www.derbund.ch/,1,dataset\raw\wayback\2024\S000520.html,
S000520,derbund.ch,90606,Tier3,2026,20260601,20260714,20260710145819,https://www.derbund.ch/,200,text/html,https://web.archive.org/web/20260710145819/https://www.derbund.ch/,1,dataset\raw\wayback\2026\S000520.html,
S000521,diaart.org,92214,Tier3,2022,20220601,20220831,20220716202539,https://www.diaart.org/,200,text/html,https://web.archive.org/web/20220716202539/https://www.diaart.org/,1,dataset\raw\wayback\2022\S000521.html,
S000521,diaart.org,92214,Tier3,2024,20240601,20240831,20240715090127,https://www.diaart.org/,200,text/html,https://web.archive.org/web/20240715090127/https://www.diaart.org/,1,dataset\raw\wayback\2024\S000521.html,
S000521,diaart.org,92214,Tier3,2026,20260601,20260714,20260712095134,https://diaart.org/,200,text/html,https://web.archive.org/web/20260712095134/https://diaart.org/,1,dataset\raw\wayback\2026\S000521.html,
S000522,bv26qb11.com,93065,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000522,bv26qb11.com,93065,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000522,bv26qb11.com,93065,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000523,jivo-ce.jp,96543,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000523,jivo-ce.jp,96543,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000523,jivo-ce.jp,96543,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000524,sporttiuutiset.fi,98459,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000524,sporttiuutiset.fi,98459,Tier3,2024,20240601,20240831,20240713030505,https://sporttiuutiset.fi/,200,text/html,https://web.archive.org/web/20240713030505/https://sporttiuutiset.fi/,1,dataset\raw\wayback\2024\S000524.html,
S000524,sporttiuutiset.fi,98459,Tier3,2026,20260601,20260714,20260705064742,https://sporttiuutiset.fi/,200,text/html,https://web.archive.org/web/20260705064742/https://sporttiuutiset.fi/,0,,invalid_html
S000525,whiplashapi.com,102658,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000525,whiplashapi.com,102658,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000525,whiplashapi.com,102658,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000526,romyilano.com,102728,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000526,romyilano.com,102728,Tier3,2024,20240601,20240831,20240623011520,http://romyilano.com/,200,text/html,https://web.archive.org/web/20240623011520/http://romyilano.com/,1,dataset\raw\wayback\2024\S000526.html,
S000526,romyilano.com,102728,Tier3,2026,20260501,20260714,20260511115827,http://www.romyilano.com/,200,text/html,https://web.archive.org/web/20260511115827/http://www.romyilano.com/,1,dataset\raw\wayback\2026\S000526.html,
S000527,mastodon.xyz,104616,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000527,mastodon.xyz,104616,Tier3,2024,20240601,20240831,20240713025658,https://mastodon.xyz/,200,text/html,https://web.archive.org/web/20240713025658/https://mastodon.xyz/,1,dataset\raw\wayback\2024\S000527.html,
S000527,mastodon.xyz,104616,Tier3,2026,20260601,20260714,20260626134214,https://mastodon.xyz/,200,text/html,https://web.archive.org/web/20260626134214/https://mastodon.xyz/,1,dataset\raw\wayback\2026\S000527.html,
S000528,cgpb.ru,115291,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000528,cgpb.ru,115291,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000528,cgpb.ru,115291,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000529,lead411.com,117349,Tier3,2022,20220601,20220831,20220714162029,https://www.lead411.com/,200,text/html,https://web.archive.org/web/20220714162029/https://www.lead411.com/,1,dataset\raw\wayback\2022\S000529.html,
S000529,lead411.com,117349,Tier3,2024,20240601,20240831,20240713014238,https://www.lead411.com/,200,text/html,https://web.archive.org/web/20240713014238/https://www.lead411.com/,1,dataset\raw\wayback\2024\S000529.html,
S000529,lead411.com,117349,Tier3,2026,20260501,20260714,20260531013935,https://www.lead411.com/,200,text/html,https://web.archive.org/web/20260531013935/https://www.lead411.com/,1,dataset\raw\wayback\2026\S000529.html,
S000530,paulsmith.com,121952,Tier3,2022,20220601,20220831,20220625082525,https://www.paulsmith.com,200,text/html,https://web.archive.org/web/20220625082525/https://www.paulsmith.com,1,dataset\raw\wayback\2022\S000530.html,
S000530,paulsmith.com,121952,Tier3,2024,20240601,20240831,20240716230944,https://www.paulsmith.com/,200,text/html,https://web.archive.org/web/20240716230944/https://www.paulsmith.com/,1,dataset\raw\wayback\2024\S000530.html,
S000530,paulsmith.com,121952,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000531,theburningplatform.com,122307,Tier3,2022,20220601,20220831,20220714235859,https://www.theburningplatform.com/,200,text/html,https://web.archive.org/web/20220714235859/https://www.theburningplatform.com/,1,dataset\raw\wayback\2022\S000531.html,
S000531,theburningplatform.com,122307,Tier3,2024,20240601,20240831,20240713081405,https://www.theburningplatform.com/,200,text/html,https://web.archive.org/web/20240713081405/https://www.theburningplatform.com/,1,dataset\raw\wayback\2024\S000531.html,
S000531,theburningplatform.com,122307,Tier3,2026,20260601,20260714,20260714033148,https://www.theburningplatform.com/,200,text/html,https://web.archive.org/web/20260714033148/https://www.theburningplatform.com/,1,dataset\raw\wayback\2026\S000531.html,
S000532,internetwerk.de,122793,Tier3,2022,20220601,20220831,20220721084745,https://www.internetwerk.de/,200,text/html,https://web.archive.org/web/20220721084745/https://www.internetwerk.de/,1,dataset\raw\wayback\2022\S000532.html,
S000532,internetwerk.de,122793,Tier3,2024,20240601,20240831,20240715180848,https://www.internetwerk.de/,200,text/html,https://web.archive.org/web/20240715180848/https://www.internetwerk.de/,1,dataset\raw\wayback\2024\S000532.html,
S000532,internetwerk.de,122793,Tier3,2026,20260501,20260714,20260512193025,https://www.internetwerk.de/,200,text/html,https://web.archive.org/web/20260512193025/https://www.internetwerk.de/,1,dataset\raw\wayback\2026\S000532.html,
S000533,istripper.com,123373,Tier3,2022,20220601,20220831,20220715101303,https://www.istripper.com/,200,text/html,https://web.archive.org/web/20220715101303/https://www.istripper.com/,1,dataset\raw\wayback\2022\S000533.html,
S000533,istripper.com,123373,Tier3,2024,20240601,20240831,20240714222309,https://www.istripper.com,200,text/html,https://web.archive.org/web/20240714222309/https://www.istripper.com,1,dataset\raw\wayback\2024\S000533.html,
S000533,istripper.com,123373,Tier3,2026,20260601,20260714,20260622072219,https://www.istripper.com/,200,text/html,https://web.archive.org/web/20260622072219/https://www.istripper.com/,1,dataset\raw\wayback\2026\S000533.html,
S000534,infotecs.ru,126366,Tier3,2022,20220601,20220831,20220712090039,https://infotecs.ru/,200,text/html,https://web.archive.org/web/20220712090039/https://infotecs.ru/,1,dataset\raw\wayback\2022\S000534.html,
S000534,infotecs.ru,126366,Tier3,2024,20240601,20240831,20240714023316,https://infotecs.ru/,200,text/html,https://web.archive.org/web/20240714023316/https://infotecs.ru/,1,dataset\raw\wayback\2024\S000534.html,
S000534,infotecs.ru,126366,Tier3,2026,20260601,20260714,20260630213246,https://infotecs.ru/,200,text/html,https://web.archive.org/web/20260630213246/https://infotecs.ru/,1,dataset\raw\wayback\2026\S000534.html,
S000535,mobigoro.top,129689,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000535,mobigoro.top,129689,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000535,mobigoro.top,129689,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000536,ronpaulinstitute.org,131248,Tier3,2022,20220601,20220831,20220715184426,http://ronpaulinstitute.org/,200,text/html,https://web.archive.org/web/20220715184426/http://ronpaulinstitute.org/,1,dataset\raw\wayback\2022\S000536.html,
S000536,ronpaulinstitute.org,131248,Tier3,2024,20240601,20240831,20240716043312,https://ronpaulinstitute.org/,200,text/html,https://web.archive.org/web/20240716043312/https://ronpaulinstitute.org/,1,dataset\raw\wayback\2024\S000536.html,
S000536,ronpaulinstitute.org,131248,Tier3,2026,20260601,20260714,20260712015135,https://ronpaulinstitute.org/,200,text/html,https://web.archive.org/web/20260712015135/https://ronpaulinstitute.org/,1,dataset\raw\wayback\2026\S000536.html,
S000537,sheffieldfinancial.com,134492,Tier3,2022,20220601,20220831,20220701171651,https://www.sheffieldfinancial.com/,200,text/html,https://web.archive.org/web/20220701171651/https://www.sheffieldfinancial.com/,1,dataset\raw\wayback\2022\S000537.html,
S000537,sheffieldfinancial.com,134492,Tier3,2024,20240601,20240831,20240715144126,https://www.sheffieldfinancial.com/,200,text/html,https://web.archive.org/web/20240715144126/https://www.sheffieldfinancial.com/,1,dataset\raw\wayback\2024\S000537.html,
S000537,sheffieldfinancial.com,134492,Tier3,2026,20260601,20260714,20260709223926,https://www.sheffieldfinancial.com/,200,text/html,https://web.archive.org/web/20260709223926/https://www.sheffieldfinancial.com/,1,dataset\raw\wayback\2026\S000537.html,
S000538,herzporno.net,135885,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000538,herzporno.net,135885,Tier3,2024,20240601,20240831,20240621233002,https://www.herzporno.net/,200,text/html,https://web.archive.org/web/20240621233002/https://www.herzporno.net/,1,dataset\raw\wayback\2024\S000538.html,
S000538,herzporno.net,135885,Tier3,2026,20260501,20260714,20260515164452,https://www.herzporno.net/,200,text/html,https://web.archive.org/web/20260515164452/https://www.herzporno.net/,1,dataset\raw\wayback\2026\S000538.html,
S000539,hongboluo.com,138026,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000539,hongboluo.com,138026,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000539,hongboluo.com,138026,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000540,ubisoft.cn,138915,Tier3,2022,20220501,20220930,20220501175947,http://www.ubisoft.cn/,200,text/html,https://web.archive.org/web/20220501175947/http://www.ubisoft.cn/,1,dataset\raw\wayback\2022\S000540.html,
S000540,ubisoft.cn,138915,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000540,ubisoft.cn,138915,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000541,secureclouddns.net,140873,Tier3,2022,20220601,20220831,20220703001626,http://secureclouddns.net/,200,text/html,https://web.archive.org/web/20220703001626/http://secureclouddns.net/,1,dataset\raw\wayback\2022\S000541.html,
S000541,secureclouddns.net,140873,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000541,secureclouddns.net,140873,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000542,kurskmed.com,147924,Tier3,2022,20220601,20220831,20220712063234,https://kurskmed.com/,200,text/html,https://web.archive.org/web/20220712063234/https://kurskmed.com/,1,dataset\raw\wayback\2022\S000542.html,
S000542,kurskmed.com,147924,Tier3,2024,20240601,20240831,20240717114605,https://kurskmed.com/,200,text/html,https://web.archive.org/web/20240717114605/https://kurskmed.com/,1,dataset\raw\wayback\2024\S000542.html,
S000542,kurskmed.com,147924,Tier3,2026,20260601,20260714,20260708182341,https://kurskmed.com/,200,text/html,https://web.archive.org/web/20260708182341/https://kurskmed.com/,1,dataset\raw\wayback\2026\S000542.html,
S000543,init-ag.de,156852,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000543,init-ag.de,156852,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000543,init-ag.de,156852,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000544,jdsports.my,160666,Tier3,2022,20220601,20220831,20220701040332,https://www.jdsports.my/,200,text/html,https://web.archive.org/web/20220701040332/https://www.jdsports.my/,1,dataset\raw\wayback\2022\S000544.html,
S000544,jdsports.my,160666,Tier3,2024,20240601,20240831,20240716040240,https://www.jdsports.my/,200,text/html,https://web.archive.org/web/20240716040240/https://www.jdsports.my/,1,dataset\raw\wayback\2024\S000544.html,
S000544,jdsports.my,160666,Tier3,2026,20260601,20260714,20260708172956,https://www.jdsports.my/,200,text/html,https://web.archive.org/web/20260708172956/https://www.jdsports.my/,1,dataset\raw\wayback\2026\S000544.html,
S000545,colorfulhappyapp.com,161765,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000545,colorfulhappyapp.com,161765,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000545,colorfulhappyapp.com,161765,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000546,buyrentkenya.com,163347,Tier3,2022,20220601,20220831,20220704150532,https://www.buyrentkenya.com/,200,text/html,https://web.archive.org/web/20220704150532/https://www.buyrentkenya.com/,1,dataset\raw\wayback\2022\S000546.html,
S000546,buyrentkenya.com,163347,Tier3,2024,20240601,20240831,20240717222640,https://www.buyrentkenya.com/,200,text/html,https://web.archive.org/web/20240717222640/https://www.buyrentkenya.com/,1,dataset\raw\wayback\2024\S000546.html,
S000546,buyrentkenya.com,163347,Tier3,2026,20260601,20260714,20260704100447,https://www.buyrentkenya.com/,200,text/html,https://web.archive.org/web/20260704100447/https://www.buyrentkenya.com/,0,,invalid_html
S000547,advogato.org,163350,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000547,advogato.org,163350,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000547,advogato.org,163350,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000548,techintgroup.net,163669,Tier3,2022,20220501,20220930,,,,,,0,,missing_snapshot
S000548,techintgroup.net,163669,Tier3,2024,20240501,20240930,,,,,,0,,missing_snapshot
S000548,techintgroup.net,163669,Tier3,2026,20260501,20260714,,,,,,0,,missing_snapshot
S000549,chu-rouen.fr,169947,Tier3,2022,20220601,20220831,20220715121509,https://www.chu-rouen.fr/,200,text/html,https://web.archive.org/web/20220715121509/https://www.chu-rouen.fr/,1,dataset\raw\wayback\2022\S000549.html,
S000549,chu-rouen.fr,169947,Tier3,2024,20240601,20240831,20240715112554,https://www.chu-rouen.fr/,200,text/html,https://web.archive.org/web/20240715112554/https://www.chu-rouen.fr/,1,dataset\raw\wayback\2024\S000549.html,
S000549,chu-rouen.fr,169947,Tier3,2026,20260601,20260714,20260620111323,https://www.chu-rouen.fr/,200,text/html,https://web.archive.org/web/20260620111323/https://www.chu-rouen.fr/,1,dataset\raw\wayback\2026\S000549.html,
S000550,tam-voyages.com,170097,Tier3,2022,20220601,20220831,20220602080216,https://www.tam-voyages.com/,200,text/html,https://web.archive.org/web/20220602080216/https://www.tam-voyages.com/,1,dataset\raw\wayback\2022\S000550.html,
S000550,tam-voyages.com,170097,Tier3,2024,20240601,20240831,20240714211457,https://www.tam-voyages.com/,200,text/html,https://web.archive.org/web/20240714211457/https://www.tam-voyages.com/,1,dataset\raw\wayback\2024\S000550.html,
S000550,tam-voyages.com,170097,Tier3,2026,20260601,20260714,20260629090031,https://www.tam-voyages.com/,200,text/html,https://web.archive.org/web/20260629090031/https://www.tam-voyages.com/,1,dataset\raw\wayback\2026\S000550.html,
